iteration,chain,acceptance_rate,alpha[1],alpha[2],alpha[3],alpha[4],alpha[5],alpha[6],alpha[7],alpha[8],alpha[9],alpha[10],alpha[11],alpha[12],alpha[13],alpha[14],alpha[15],alpha[16],beta[1],beta[2],beta[3],beta[4],beta[5],beta[6],beta[7],beta[8],beta[9],beta[10],beta[11],beta[12],beta[13],beta[14],beta[15],beta[16],hamiltonian_energy,hamiltonian_energy_error,is_accept,log_density,lp,max_hamiltonian_energy_error,n_steps,nom_step_size,numerical_error,step_size,tree_depth
1374,1,0.8907375609712178,0.9362544274911447,0.9086391939988411,0.9975597361524262,0.9185774645629087,0.9476502967935164,0.9659213921308005,0.9587955696919966,0.9976003045670063,0.9534109512856128,0.862048566901771,0.9709899940716181,0.7632435412552356,0.8579713485297122,0.910509476178492,0.8081620137959251,0.2363092781049101,0.06455739724056772,0.23125987587379795,0.13210655994172338,0.2835470657435065,0.2133691417863145,0.16640120701839978,0.15580108356432487,0.21158992959261474,0.2703688004780095,0.30492356283738453,0.24776739282440843,0.21562066963779902,0.256873574107011,0.2685570947363642,0.24525474829802185,0.3772969474214485,1455.2527822949241,0.09972469907665982,1.0,-1436.4837756314998,-1436.4837756314998,0.40244991680128805,31.0,0.17893333929259492,0.0,0.17893333929259492,4.0
1375,1,0.9613570135430579,0.8165168472255736,0.9788369731651632,0.9975897781985937,0.9330012790589972,0.9496025909074086,0.9134251385421331,0.9714195007860563,0.9943309612141249,0.8336538530317711,0.9971166402119087,0.9268456886458248,0.8582053037205027,0.9854297176702032,0.8689557083633268,0.7674435293668463,0.24121101151490623,0.015215284452832772,0.43836054616070774,0.1559082502228938,0.2123893270703406,0.21952328219504452,0.24187950078150594,0.18290215177850808,0.1968742103221187,0.30691956100333273,0.27448362598627385,0.26674306828078187,0.2380465174400011,0.23709668585730914,0.27857033855006497,0.21180940107963378,0.40452102978600113,1452.1777149061754,-0.23889381795311238,1.0,-1433.6932027062007,-1433.6932027062007,0.3063846769423435,31.0,0.17893333929259492,0.0,0.17893333929259492,5.0
1376,1,0.9155249911764953,0.6307975040508923,0.9627501254767031,0.9783352074079457,0.9584930704739398,0.9639196717086644,0.970536567840789,0.8961001661327972,0.953117262749875,0.989716860677636,0.9943200994288619,0.7958674400431297,0.8130700528396757,0.9036995519708152,0.8883806995324577,0.9931570201709186,0.31366553931130725,0.697855208251588,0.3391887135690066,0.37960086553082306,0.21472530907234041,0.17580325818676013,0.20722994486040336,0.18777780995433346,0.30432535166323,0.18816105331126326,0.2021957841889699,0.27972630931146547,0.31004047706877347,0.2932982925002271,0.2616256568413431,0.13579100928921195,0.24675868071129373,1449.0362633918567,0.05923775739938719,1.0,-1434.2830669501095,-1434.2830669501095,0.25979971120978007,31.0,0.17893333929259492,0.0,0.17893333929259492,5.0
1377,1,0.8508456994249439,0.8291159843867668,0.9922438338113752,0.9695775274159012,0.8228435105160393,0.9748875800211908,0.9288991770422945,0.8930903029787509,0.9597343460153848,0.982616420248089,0.9900319655328201,0.8766824712166692,0.7116282549726197,0.9828449070412395,0.8913774122525447,0.9955789479797523,0.3787693725180344,0.5911594459264987,0.6648462212693208,0.21603379671831383,0.20156480027122908,0.19634476285269725,0.20484761488392234,0.23496940808653946,0.3671302751066777,0.19944472367987143,0.24184160988701392,0.23365649391006618,0.31470183702229765,0.2781383514732098,0.3082048310383229,0.23957455033458205,0.19001578529622612,1456.8031255042695,0.14924040378627978,1.0,-1440.5046462619398,-1440.5046462619398,0.4201224546279718,15.0,0.17893333929259492,0.0,0.17893333929259492,4.0
1378,1,0.9962140737288308,0.6692442552214676,0.9886382529953934,0.9707373091570197,0.9906785037533696,0.8836337854172625,0.9749507480398405,0.9604407932093059,0.9842485288979533,0.8563322493391783,0.9925596956487063,0.9356221072308739,0.7319212768172967,0.9842067351771985,0.8141592543403184,0.978125718391687,0.521162969133791,0.12097842249611002,0.3391779898268193,0.18811082604757148,0.2823471488492542,0.17790017877345457,0.23528761329041142,0.16361235571104465,0.2598079994695868,0.21536144167901597,0.22653802311231427,0.2684212070655432,0.3296392676204992,0.2797409500546438,0.3018093676994371,0.15534097672022185,0.1952079744934859,1451.6230536444982,-0.14204638068281383,1.0,-1429.3732617793132,-1429.3732617793132,-0.15490295273480115,15.0,0.17893333929259492,0.0,0.17893333929259492,4.0
1379,1,0.9628895988450078,0.6189306795282339,0.8957221914215578,0.9240613474359728,0.9568471322127888,0.816103276521541,0.9657913310746914,0.9758936665583333,0.9819418231279758,0.9420021567474994,0.9641194713871462,0.9395824017598547,0.7113708189412462,0.9832788492212841,0.7800169257272687,0.9535278186787919,0.6178335202674023,0.08327173959995827,0.4301101089304212,0.20547476158301928,0.20607362652323494,0.20201669251128232,0.2180910559496969,0.217092579557419,0.25209326182784,0.20491483101361146,0.21291778904070613,0.2870226309852275,0.34469101117750167,0.2443690546752046,0.3443643827416382,0.17642961155265388,0.15764981337336093,1446.706954762524,-0.0544025445110492,1.0,-1428.634988799282,-1428.634988799282,0.20912979931176778,15.0,0.17893333929259492,0.0,0.17893333929259492,4.0
1380,1,0.9169425943546529,0.8625951560004119,0.9960730186108137,0.9954919342595602,0.9093765569549837,0.9483848971752789,0.9812325563193389,0.9114273405085941,0.971365501372802,0.8697153722389996,0.9515988853498718,0.8602187979514082,0.9452954319338149,0.8608477771509846,0.9626911461104755,0.412400044274598,0.2432060789439334,0.2533748232492922,0.39009301133690133,0.31587890730492235,0.21932039011113108,0.1076039374300197,0.1760724084846254,0.11570540730089615,0.2614931704496067,0.26859061062361317,0.2410115645881487,0.25315383849594175,0.20418212262467125,0.26609026187845464,0.20705898155113947,0.4340065392288682,0.729008068252588,1448.35579060346,0.10141560226270485,1.0,-1434.5014483521247,-1434.5014483521247,0.13641558312019697,31.0,0.17893333929259492,0.0,0.17893333929259492,5.0
1381,1,0.7789119820008997,0.8706387967503029,0.99320018187161,0.9959248696541491,0.9033924312895485,0.9525127992398773,0.9813706876657154,0.8826512247148176,0.9772635020506741,0.9360477925264271,0.9289750219717468,0.8755007706718015,0.9270060456201419,0.7562957799016323,0.9757811138422523,0.4599253814480253,0.21867911181397634,0.13978043362225312,0.3652805638712833,0.34245334485508916,0.19401904449061164,0.10542231311538114,0.18551630222805487,0.13607421658447466,0.263269418773466,0.25608180551228754,0.230022854669096,0.22715929613580815,0.2020337106438274,0.2573293539519585,0.20604789667078377,0.418720533013431,0.698835202420199,1453.4745971434022,0.31344096317207004,1.0,-1436.8193556578756,-1436.8193556578756,0.5053571007306346,31.0,0.17893333929259492,0.0,0.17893333929259492,5.0
1382,1,0.8482626355223052,0.6326365360234485,0.9527985023086594,0.9814577824919118,0.9805156387044571,0.7854277763916853,0.9883085639691238,0.8962835029939248,0.9420878615436096,0.8725200421522314,0.9756595561714805,0.9928473908647024,0.9229994177974284,0.7357735280158109,0.9102356204623452,0.8578216218328519,0.32437691064040947,0.13153508756534962,0.38928412268806173,0.19628790364393464,0.23537734050668668,0.30709915203456317,0.18462323557021096,0.19386631688124842,0.3151261583851074,0.2264797536210713,0.254424189026789,0.2533579054648759,0.2274182427626584,0.24171460520322166,0.2500927525202146,0.19028372585946068,0.23933728845900729,1449.7224766540576,0.03648184168150692,1.0,-1431.6138352786209,-1431.6138352786209,0.6301168086652069,31.0,0.17893333929259492,0.0,0.17893333929259492,5.0
1383,1,0.8598609606332733,0.8416641155833582,0.9575480520349439,0.9202425606696835,0.9837767092219549,0.829355347715944,0.9721714765960379,0.9587281139192103,0.9587679093330055,0.8256832202259731,0.9996320725244519,0.8976677840966201,0.7981175365079018,0.936909069664705,0.8800741722005131,0.8946288600271447,0.3131616866837739,0.16931955656448247,0.23278979064060323,0.21851793205945655,0.18590257109168667,0.14896760171741077,0.2095464724409609,0.1460873716789163,0.20349265440928546,0.21465097167946673,0.1972420039231152,0.23714025632666774,0.31748272812145234,0.29659898631132203,0.22191776140721686,0.2748621766713911,0.3333757590419258,1446.6491896787852,0.02450915758481642,1.0,-1433.0588246653317,-1433.0588246653317,0.47231640860672996,31.0,0.17893333929259492,0.0,0.17893333929259492,5.0
1384,1,0.9343610819440568,0.8366770984425224,0.9371137518503014,0.9669103358013802,0.9974551815260349,0.9821148492189979,0.8328697083838887,0.9557933903118533,0.9726828388277909,0.9910931591139567,0.9965046845281349,0.8803581013700529,0.7897785644849643,0.927161844258003,0.9441446676510838,0.8927868671924951,0.2476848580514562,0.2972350806159577,0.35211900174711247,0.2493805682174954,0.17552920295642466,0.16241870307703796,0.30902616174977704,0.24476289159212614,0.2213485791247193,0.19647003463969492,0.21423644805930256,0.2728029821819165,0.24631883166445268,0.2643044541979876,0.2768109120035635,0.14617359890297507,0.34472709849149186,1444.744410936121,-0.05300477524110647,1.0,-1432.3506523397334,-1432.3506523397334,0.49923438253426866,31.0,0.17893333929259492,0.0,0.17893333929259492,4.0
1385,1,0.7824193563354896,0.7590646710610152,0.9048978612396394,0.9530627052585924,0.9558697060766752,0.873955486052177,0.986151834024956,0.9763876393014164,0.9273615704163587,0.9336631019533121,0.921337513230121,0.903852802807521,0.7847971522838475,0.9588297207269773,0.9690767163548799,0.9569791204415162,0.11560176098933156,0.26263686560330973,0.21668496370669763,0.1507214693474072,0.27298046304196866,0.2826926754473086,0.17753131451592294,0.12673755488279428,0.34554693133676906,0.26048613711187474,0.2162796910552419,0.25859788862411315,0.3167237241624074,0.26114189180812586,0.192939350268515,0.19366588199168847,0.8338447439064832,1453.5406587933714,0.04383823365628814,1.0,-1433.7353125524805,-1433.7353125524805,0.48100512249925487,15.0,0.17893333929259492,0.0,0.17893333929259492,4.0
1386,1,0.976687269243667,0.8316509114063797,0.949782230661282,0.9554968179821113,0.9720962493853817,0.9471255185664947,0.9446373720080166,0.9316824061563761,0.9947978468021067,0.9554487778562127,0.998867309055073,0.9745928441857783,0.6698456381612795,0.9116881464201837,0.9187753668995994,0.7668000657058323,0.25430530935547785,0.36302254625936575,0.5137562304935506,0.29369935965588034,0.1547205840751363,0.13402827746947174,0.2568048532073922,0.22664271377626277,0.26819977425905434,0.26593590081107243,0.22592017805641154,0.26412961414224734,0.25398986012845903,0.2724718403519534,0.30929868919089126,0.20296682318811257,0.46386551648369523,1450.5989177055376,0.023404979313681906,1.0,-1430.7285567590488,-1430.7285567590488,0.08817293064430487,15.0,0.17893333929259492,0.0,0.17893333929259492,4.0
1387,1,0.9742346515660593,0.8271200384477996,0.8324227195687625,0.9152923699360123,0.9538559270028094,0.8509854741405288,0.9872582079123297,0.9852316735406906,0.99839527142659,0.8412600710283318,0.9916541555708783,0.8627906937875878,0.898870801758436,0.9492967748298873,0.9322094179866001,0.8444044897009058,0.6715793218048421,0.492788526635476,0.4655577755781119,0.26470071007109214,0.23319798217855925,0.15893738727090245,0.22382130738382877,0.21797236607115653,0.21787389327412213,0.29030410863602457,0.2723709032248458,0.3550172732455583,0.2555475459418283,0.2244275996017027,0.2413979616033108,0.2315974749867247,0.11122115847686466,1446.8564661084176,-0.009412058780299049,1.0,-1431.5979763147845,-1431.5979763147845,0.1879298534188365,31.0,0.17893333929259492,0.0,0.17893333929259492,5.0
1388,1,0.9184330804619243,0.7355793189538719,0.8742451846961117,0.9397682740886288,0.9608307541616707,0.8760069902848349,0.9942708572662683,0.9936978594473919,0.9649525148331989,0.9196714528773189,0.9855629184268859,0.9835059744889059,0.757137543694626,0.9561218028584199,0.8182576839418192,0.7573143403375067,0.13736581096409026,0.6808715178299657,0.4909223633454006,0.2686446948387269,0.20031481451666386,0.17347380528661768,0.17395889790678934,0.21018620550235131,0.25445300927631703,0.2007324285760876,0.25551203686124735,0.27712319942633507,0.28025099263110576,0.24908268055215596,0.29733375592813843,0.2511258508069644,0.8681682908739612,1443.8696475700906,0.04036094796492762,1.0,-1431.0812724956336,-1431.0812724956336,0.24769212816318031,31.0,0.17893333929259492,0.0,0.17893333929259492,5.0
1389,1,0.9728585805809401,0.9508755465696889,0.9638844725155484,0.9906190688206727,0.9451079043767914,0.9362125857134936,0.9521463185483238,0.9230277671624771,0.975632662614859,0.9100541511066155,0.9614561566256314,0.9298439885618831,0.7082999192726829,0.9712747361916066,0.9507587722450254,0.8666388991013071,0.8294785195762117,0.05100696552339834,0.23833993405256648,0.2542503600081725,0.21258506185991868,0.25988976684165643,0.2971577053835671,0.15999483137129752,0.23586192971173783,0.2662536417030153,0.22881584883174014,0.2173519916604996,0.2871262326453849,0.2839601084698219,0.25788034139170496,0.21526106372958717,0.10736751684889405,1442.3738601455384,-0.08701885772256901,1.0,-1427.6425982661817,-1427.6425982661817,-0.2711805386084052,31.0,0.17893333929259492,0.0,0.17893333929259492,4.0
1390,1,0.9626712917584023,0.8742064814788629,0.9145900699261097,0.9872616142152097,0.9474894276246476,0.8585628194334601,0.9433523985674157,0.9804816640353545,0.9483064821319959,0.878816870610879,0.9409818507743959,0.9201797283365869,0.8546493802761003,0.8559401189907722,0.8977450061503498,0.7147074288928315,0.14233588974141614,0.2212131388746392,0.3148279359525889,0.13159199484020254,0.22213744655397702,0.2286147629509712,0.1500356794487489,0.16855235013316167,0.2706774542667621,0.2232005324925298,0.25194553410204745,0.23851369294682426,0.25829449027001944,0.25991353372114867,0.2005821531538038,0.3200179305871549,0.8236731359644367,1442.715411988093,-0.03432676543957314,1.0,-1427.8469433866485,-1427.8469433866485,0.2151614710226113,31.0,0.17893333929259492,0.0,0.17893333929259492,5.0
1391,1,0.658644815151398,0.8622630975232692,0.8959379520034672,0.889690686284365,0.9932221455559378,0.9103772459705923,0.9870635811847739,0.8762835684225733,0.9905575837698508,0.8423477483194047,0.9707386020901946,0.9317318024548885,0.7695469586048425,0.998913596752503,0.7723136775823392,0.9119726697212329,0.8397298999074589,0.47692023856701926,0.524669447000697,0.23267759658541082,0.17364546330450736,0.20687552430696415,0.2589255761442337,0.15828681539547926,0.24104410269636545,0.21996462959772559,0.21698630131901345,0.253224665592949,0.30415844215642873,0.2538028033047961,0.28011000286880017,0.2611172634346175,0.1603464282800846,1446.1960423170906,0.3743917231738578,1.0,-1431.3830233765068,-1431.3830233765068,0.7410313907437285,31.0,0.17893333929259492,0.0,0.17893333929259492,5.0
1392,1,0.6914693910021491,0.7579175772390726,0.9604386622842527,0.9908207714774812,0.8758359984915407,0.8691383195966591,0.9838669316896109,0.9997910495551244,0.9311546018039114,0.9554343510800937,0.9700715033390823,0.8893954488419379,0.8155913882721076,0.8524450567288107,0.9619697934829811,0.8939657722583976,0.5223760503471607,0.11292343391914123,0.20730675408674393,0.24649288208337722,0.22783319147112455,0.1947424958078584,0.18339773672416085,0.1855256213446238,0.251004380686288,0.24771519322265892,0.27707090954871405,0.3019348992628682,0.24152237931037027,0.2708651992752137,0.2808225776104195,0.23009597598937492,0.2403353991188243,1454.8883262607242,0.08879048589619742,1.0,-1431.8570465404168,-1431.8570465404168,0.8833089464635577,63.0,0.17893333929259492,0.0,0.17893333929259492,5.0
1393,1,0.778568126480318,0.8342752097473392,0.870967201021041,0.8852402989977326,0.9859102126876091,0.7727995736312551,0.9965038879102738,0.9999893879119037,0.9619323655862272,0.8263040066176446,0.9710062303131105,0.9283445974569996,0.8962263671391463,0.8572622164112351,0.7481960276815308,0.8080083471820054,0.6612187029262849,0.5155311622089774,0.371420435495456,0.23515856837579016,0.1758804327945244,0.16855564778159876,0.25093499306201383,0.17675122502175103,0.24085180182783597,0.24073402673746674,0.2104776070911958,0.2605103700410999,0.2745016670942763,0.27706619956090095,0.27313651239193726,0.317417490833436,0.17034754340450994,1450.8326646194762,-0.024884747236228577,1.0,-1436.4503150723165,-1436.4503150723165,0.5854354572256852,15.0,0.17893333929259492,0.0,0.17893333929259492,4.0
1394,1,0.9800317163996249,0.7261974687924527,0.9860570166323627,0.9951365607431778,0.9757895417741467,0.8582117747154848,0.8316290113963429,0.999803484866544,0.9536618478240751,0.9947843974895992,0.9930125137474737,0.8370758049502961,0.8631249064958569,0.9443407073638137,0.9978765997528304,0.5882920370118357,0.18614540809271454,0.06828184723204056,0.31744257612935856,0.14648728378816056,0.2430487002977711,0.25355699810745846,0.20453737310021144,0.16403143759428498,0.2650829423089679,0.20153003235093725,0.23653790982430475,0.26541505625458184,0.28613017097686083,0.23798858915974083,0.2399490266740327,0.2994217650892102,0.6397283751359816,1453.0885942588202,-0.04881259557487283,1.0,-1438.4155367310589,-1438.4155367310589,-0.21487695970904497,31.0,0.17893333929259492,0.0,0.17893333929259492,5.0
1395,1,0.8578870760828453,0.9578913044994365,0.8355488633911424,0.9967364331321086,0.995582249740735,0.8259471632126518,0.9524271201820486,0.9960554082340829,0.9059029284793674,0.9367155684112796,0.9246459307992251,0.8909235889115306,0.6567936649701643,0.9697985594210856,0.7555309460486025,0.8558548136791174,0.5911193920176704,0.4790512305861205,0.20597626068802546,0.3288298127995073,0.24474231010721628,0.2828834361197235,0.25361306011093204,0.1895686416075187,0.2149634119973609,0.2830283200654794,0.24480664487302112,0.24569650579804903,0.28653436491539236,0.24788285667857518,0.3092585847598756,0.2447212120385088,0.21326876210827345,1455.613546646448,0.18969539097815868,1.0,-1436.797829523243,-1436.797829523243,0.39793527831193387,31.0,0.17893333929259492,0.0,0.17893333929259492,5.0
1396,1,0.894977550734311,0.747341947353001,0.9607351376691889,0.9865899566803522,0.8511814111854141,0.883457471214089,0.9482470252779103,0.8595791653831425,0.9712357933498369,0.8831892270898691,0.9906104005377311,0.9676134999808758,0.7059470403643301,0.9888528630997023,0.9348740223484893,0.8611926165281134,0.3983367296114682,0.08770639826387135,0.3049047556192055,0.1694219282077086,0.17181740064982806,0.16883068309133176,0.24967383137877236,0.208397460352388,0.33578637053695504,0.22834690014516185,0.2562772150595764,0.25353335883496647,0.2865835601261724,0.256749771176733,0.22324786576657302,0.26235958051015557,0.27847820465786316,1450.7003814297914,-0.1377122317503563,1.0,-1429.9833154009548,-1429.9833154009548,0.4338657477610468,31.0,0.17893333929259492,0.0,0.17893333929259492,5.0
1397,1,0.9909990595418365,0.8398875753971057,0.9083515038990106,0.9854537601767656,0.9866893103740602,0.831404724206659,0.9565655894171419,0.9616599302254525,0.996472999391939,0.8225653508853599,0.9986723212247636,0.8470017269482731,0.8458527106497234,0.8904958467921601,0.9101967015468877,0.8207570900633951,0.31247628652078535,0.09780244684143528,0.43323598135122315,0.27214778414140817,0.2196527533736526,0.19145935736318567,0.2549479189861244,0.14008523435486833,0.18072139795461006,0.26449034232320784,0.22881146301383837,0.2399869087027607,0.28681614549512213,0.2503917185486227,0.30001985416262344,0.26914628965282617,0.3936256581524343,1440.0736092423026,-0.12945821058951879,1.0,-1429.3511162774348,-1429.3511162774348,-0.2918820594372846,31.0,0.17893333929259492,0.0,0.17893333929259492,5.0
1398,1,0.9534609809189623,0.8997757246264575,0.7155419942409595,0.9720526026569823,0.9774098242528403,0.8897586809978997,0.9058442157979171,0.9829905791990868,0.99788017165438,0.8846800273093623,0.9996304440499848,0.932278152503651,0.8667713441849731,0.880861512563165,0.8186355262641996,0.7486344702333383,0.14785278546133404,0.2020179604219566,0.4565164995016066,0.20871841077051262,0.2582127291990963,0.2314661836468089,0.2226940877768089,0.1741197009474136,0.18701571017549073,0.2284984122259182,0.23960365178400286,0.2898627972001831,0.2513329560463359,0.26624909828507265,0.25206084427897785,0.20571289167917753,0.627129575423741,1446.560910046758,0.04585082132462048,1.0,-1431.6583635160896,-1431.6583635160896,0.23075841362174287,15.0,0.17893333929259492,0.0,0.17893333929259492,4.0
1399,1,0.9115779628692342,0.8101908333744021,0.9959184410407097,0.9460770897636438,0.9708283551797109,0.9094796037644037,0.9865055212285437,0.9709351702594927,0.8467012234227967,0.9634013828945078,0.9788514639303079,0.89152976775971,0.7235816430921452,0.9674007855023132,0.9279497669299418,0.9994802438274286,0.3796639481340024,0.2783546826516097,0.1442032312902268,0.27191543365413134,0.14349107586498833,0.1661154731624626,0.18622283695264202,0.14167262310280798,0.30116844301561785,0.22267176277809217,0.2309243423817911,0.26361958350498577,0.3245166260899185,0.25188324828315517,0.26798929811838745,0.17511151045029474,0.185682639510081,1453.0315190435656,-0.06174576079979488,1.0,-1434.80054561802,-1434.80054561802,0.2449027956183727,31.0,0.17893333929259492,0.0,0.17893333929259492,5.0
1400,1,0.8666902581488853,0.7859797578550641,0.8812454060736549,0.9570617420733478,0.9694516238725062,0.9435775188417447,0.9433919909059258,0.9058968953503578,0.9985795178130559,0.8679852541969715,0.9599330821541769,0.9411042306415506,0.7917520773852299,0.9021434776095447,0.8459466663642659,0.9942550649397427,0.7532883783840499,0.3304157437131428,0.22857117346654202,0.15611725889387154,0.10749304973714485,0.20145747865482708,0.293245147247568,0.21545920766944726,0.21067297258891696,0.25155581216968553,0.29676608128391546,0.24689039178679337,0.2871344550069587,0.2653103894980206,0.26944030697704396,0.21260644803421863,0.11791200478924692,1449.2094003981438,-0.10094414835180032,1.0,-1430.3300037028862,-1430.3300037028862,0.4283022017957592,31.0,0.17893333929259492,0.0,0.17893333929259492,5.0
1401,1,0.9461887204005227,0.8522168383815225,0.9592334559366121,0.955653925991114,0.972879317893362,0.8342278335815057,0.9351373890979783,0.9370451474639735,0.9675841404571999,0.9775139539774134,0.9754686302094356,0.7940854380181162,0.9276094048559145,0.9507512495206178,0.9333112499987767,0.6121239257117382,0.4034080750424951,0.3176925372387656,0.4772295415342835,0.2888333675751542,0.20052350068901056,0.15223334660929227,0.18282221884574643,0.17780501345552266,0.28625900824838585,0.18682533876201968,0.1918089334448512,0.33264549317855047,0.25408777483631323,0.24515230501646237,0.2482022262340987,0.2129649751960977,0.2605471797275429,1444.4368859084693,0.03742246929823523,1.0,-1426.1858431737,-1426.1858431737,-0.19393430211789564,31.0,0.17893333929259492,0.0,0.17893333929259492,5.0
1402,1,0.8914326334539474,0.6730131555642228,0.8426587854030474,0.9476067427701824,0.9972137594721899,0.9860946030806944,0.9702430402527019,0.9324153241875149,0.9723368911457085,0.9353329928946601,0.9792462376210466,0.8821655036966551,0.9318780031318199,0.8978044379217481,0.7535404942758095,0.9281468586819527,0.14758883763244351,0.10778557498134445,0.28324695988931564,0.17409128084250275,0.25566925049517686,0.15839887790645432,0.2626778973699581,0.16604715957022717,0.3089777530583312,0.27467696539363845,0.2208240654274299,0.25370027175711196,0.20073936451905064,0.2130951546637176,0.26310604611753635,0.22528754580915689,0.6248662483120719,1445.1122007164329,-0.05961401434842628,1.0,-1432.9205143246522,-1432.9205143246522,0.34510736556467236,15.0,0.17893333929259492,0.0,0.17893333929259492,4.0
1403,1,0.6785947832635585,0.8077934319593109,0.971671705199952,0.957854680413751,0.7766043924222653,0.9988513169772302,0.9679781667610993,0.9567159093822386,0.9624651064775258,0.9291083177366002,0.9580963194252639,0.8475398393633878,0.7838537839805827,0.9257975205913175,0.917935788979901,0.6289068527848076,0.8206097265578,0.6481798326139441,0.36876001390859187,0.21693351530691898,0.24743883429090754,0.3076406804898889,0.15899586199822507,0.23599619002840808,0.1940110621416379,0.2074095943000899,0.25696669857189347,0.2664099082067918,0.34461850452202647,0.3108223627756484,0.2461713147808046,0.26355149439989745,0.19332770011958553,1453.1397939704852,-0.0021989906197177334,1.0,-1437.287294254562,-1437.287294254562,1.0241709560468735,31.0,0.17893333929259492,0.0,0.17893333929259492,5.0
1404,1,0.6622840488021355,0.7550481831513818,0.9407366982285273,0.9560664713253972,0.9997599258130229,0.9553374294732927,0.9786116745608975,0.8789480040306819,0.9810338908306004,0.9628715483350386,0.9826509587907214,0.8402821217939663,0.7882011288193763,0.9660624745220486,0.947312845964014,0.7982658863437075,0.26243842541366624,0.024570463316571364,0.3772015650843076,0.2149876479368225,0.16441977296451862,0.11635691302431123,0.22451653992673187,0.15167117288025814,0.30979148762471465,0.2377631686323468,0.23582101976637387,0.31362641595526297,0.2761975358356428,0.24372622365997096,0.28805520109454263,0.1993954206073796,0.5651845332856148,1455.0143377657075,0.783550435391362,1.0,-1434.5093058434502,-1434.5093058434502,0.8201506192126544,15.0,0.17893333929259492,0.0,0.17893333929259492,4.0
1405,1,0.9950388279690855,0.7547294069086091,0.9063754818242654,0.9437763542645201,0.9853554004693043,0.8446589933346745,0.9643137189439712,0.9525992730228272,0.9911068190159357,0.8921032667657,0.9994808276511601,0.8762586023130032,0.8463679312950488,0.9201460263289858,0.8744238657551933,0.9099271092412519,0.2290921747313084,0.22395199473082686,0.3060747334374126,0.18813404589988286,0.11767249084699469,0.2555610098772978,0.21472457357212582,0.2773389859861934,0.2953871466269833,0.22910349171185068,0.2440190370804837,0.2570370790001915,0.29350806264573115,0.22997838069907134,0.22181379312354177,0.23463956320443966,0.4948352838713481,1447.5623217473526,-0.4943385507203857,1.0,-1430.3676359108101,-1430.3676359108101,-0.6609199698955308,31.0,0.17893333929259492,0.0,0.17893333929259492,5.0
1406,1,0.9941648442689817,0.7902286243751225,0.9120011686315,0.9493806499384994,0.8914847007683288,0.9406590631873707,0.9530387358092295,0.8939143683525541,0.9671281259763053,0.9454542461758921,0.9809451984394242,0.9240401961234574,0.7311949549323713,0.9773092677778686,0.9202908527440394,0.593425985547242,0.6585861027237339,0.11649581024772063,0.2884468108775958,0.29852583738900684,0.3749304498270215,0.23574622798714076,0.22695841000189662,0.15834195266704543,0.24319280437487698,0.2039721642277098,0.18599100977571742,0.2612375483235345,0.27160244245155124,0.2334405425982458,0.26897152087450243,0.3812343552679007,0.1538263662888533,1443.655407793434,-0.06766845033575919,1.0,-1428.8962126164058,-1428.8962126164058,-0.39278090243215047,31.0,0.17893333929259492,0.0,0.17893333929259492,4.0
1407,1,0.691469831235665,0.8672397407828815,0.9307555055071345,0.98052916964391,0.9835556859461088,0.7568366940512135,0.9024557975135054,0.912780657391407,0.9932422507548174,0.993617400115607,0.992095428550418,0.8376516917411932,0.800649161154394,0.8946456469136507,0.934673739656422,0.5125354809991765,0.5144552070950118,0.3526998367793016,0.4021032947855129,0.15800699373842544,0.08734475279006736,0.18143051491773451,0.25127648543360975,0.23854567311691047,0.24030146284978465,0.27972161064811074,0.2734623978906264,0.26629978369727325,0.2959163278883768,0.2764786601110728,0.22613797442563627,0.28059334672838904,0.33943173353669925,1448.7860430740961,0.24942356256201492,1.0,-1433.4647110972942,-1433.4647110972942,0.8977133392381802,15.0,0.17893333929259492,0.0,0.17893333929259492,4.0
1408,1,0.7200845839067879,0.9771194149752092,0.9790807977278272,0.9446276716787858,0.9365762385271124,0.9515498828411728,0.9582487527660589,0.9050277332790122,0.9949776094878963,0.9099212340574528,0.9820382193398185,0.8992075718134172,0.8514777300285077,0.9910317464262446,0.8584864351241273,0.723739374504527,0.5783826001120027,0.24200680162031166,0.21759777511875406,0.2739779325610213,0.2648815417701395,0.23854271886231593,0.21930199642576542,0.18319833413914755,0.29564942678322725,0.21307696656548022,0.21663356231006775,0.2765935511729185,0.2684859542159465,0.21422912463542484,0.3008934790065534,0.16911806675005014,0.18966935332750876,1453.9416798016769,0.1296035321229283,1.0,-1429.8868211686604,-1429.8868211686604,0.7889803834007125,63.0,0.17893333929259492,0.0,0.17893333929259492,5.0
1409,1,0.9608923821775508,0.9707561298987291,0.9812417386286417,0.9672878716840014,0.7861862565042955,0.7345700203515381,0.990569593293229,0.9013290299290216,0.9966674888944532,0.8915713719347023,0.989701235407546,0.9488270316231895,0.7127214639050945,0.9912089218798493,0.7616041130120957,0.8457094725429675,0.6750561549049355,0.11021999797894473,0.22818727928109397,0.3908823884432716,0.3204263480690312,0.2842209175610833,0.2346705002138893,0.16359802463545536,0.23466675817766688,0.22308908438782532,0.24231023298271448,0.3010004190504478,0.29708747198609486,0.22704277719882243,0.26658105017592276,0.22057256687857357,0.18190104757399544,1454.8577170075155,0.0987684980098038,1.0,-1437.9831130456103,-1437.9831130456103,0.21424007498967512,15.0,0.17893333929259492,0.0,0.17893333929259492,4.0
